Technique,Description,Ranking,Role,Paper,Summary,Claude Reasoning,DOI URL,Consensus paper URL,Consensus search URL
Best Possible Self,Write vividly about a realistic future in which important goals have gone well.,Moderate Evidence,Backup 1,"Heekerens & Eid, 2020, The Journal of Positive Psychology","Meta-analysis of 34 RCTs: BPS produced small effects on positive affect (g=0.28) and optimism (g=0.21), strongest immediately after, with no substantial follow-up effects.","RCT-only meta-analysis confirms BPS works as a brief mood/expectation induction but without lasting effects, fitting a Moderate ranking.",https://doi.org/10.1080/17439760.2020.1716052,https://consensus.app/papers/details/d5f1bfaf22cf5b61bce4e334bb0043c4/?utm_source=claude_code,https://consensus.app/search/new?q=best+possible+self+intervention+positive+affect+optimism+randomized+controlled+trial+meta-analysis&utm_source=claude_code&mode=quick
Best Possible Self,Write vividly about a realistic future in which important goals have gone well.,Moderate Evidence,Backup 2,"Malouff & Schutte, 2017, The Journal of Positive Psychology","Meta-analysis of 29 RCTs (N=3,319): optimism interventions increased optimism (g=.41), with significantly larger effects for studies using the Best Possible Self exercise.","Broader optimism-training meta-analysis singling out BPS as the most effective variant supports the construct, while moderator caveats keep it Moderate.",https://doi.org/10.1080/17439760.2016.1221122,https://consensus.app/papers/details/34195c00882b59e287471da8dbb89303/?utm_source=claude_code,https://consensus.app/search/new?q=best+possible+self+intervention+positive+affect+optimism+randomized+controlled+trial+meta-analysis&utm_source=claude_code&mode=quick
Strengths use,Identify a character strength and use it in a new way each day.,Moderate Evidence,Primary,"Gander et al., 2024, Collabra: Psychology","RCT, N=1,163: 'using signature strengths in a new way' for one week increased wellbeing, social wellbeing, and character-strength states and traits versus a placebo control.","Large RCT testing the exact 'use a strength in a new way' instruction against an active placebo shows real benefits, the strongest direct evidence for a Moderate ranking.",https://doi.org/10.1525/collabra.108604,https://consensus.app/papers/details/399d83afbb535603b5f4cc509523529a/?utm_source=claude_code,https://consensus.app/search/new?q=using+character+strengths+in+a+new+way+wellbeing+positive+psychology+intervention&utm_source=claude_code&mode=quick
Strengths use,Identify a character strength and use it in a new way each day.,Moderate Evidence,Backup 1,"Proyer et al., 2015, Frontiers in Psychology","Placebo-controlled RCT, 375 adults: using signature strengths in a new way increased happiness up to 3 months and reduced depression short-term versus placebo control.","Classic placebo-controlled RCT of the daily 'strengths in a new way' exercise shows benefits that fade over time, consistent with Moderate evidence.",https://doi.org/10.3389/fpsyg.2015.00456,https://consensus.app/papers/details/3a993c609f9f5fc2918dee778abe6c3c/?utm_source=claude_code,https://consensus.app/search/new?q=using+character+strengths+in+a+new+way+wellbeing+positive+psychology+intervention&utm_source=claude_code&mode=quick
Strengths use,Identify a character strength and use it in a new way each day.,Moderate Evidence,Backup 2,"Duan et al., 2018, Journal of Happiness Studies","RCT, 100 first-year students: a character-strengths intervention raised thriving and cut negative symptoms short-term (effects faded by 1 year); strengths use partially mediated outcomes.","On-target RCT supporting strengths use as the active mechanism but with effects that did not persist to 1 year, reinforcing a Moderate ranking.",https://doi.org/10.1007/s10902-017-9879-5,https://consensus.app/papers/details/40d863c08cf05d968cbaaac9f35282ee/?utm_source=claude_code,https://consensus.app/search/new?q=using+character+strengths+in+a+new+way+wellbeing+positive+psychology+intervention&utm_source=claude_code&mode=quick
Daily journaling,"Write a brief uncensored account of thoughts, decisions, and lessons each day.",Moderate Evidence,Primary,"Guo, 2022, British Journal of Clinical Psychology","Meta-analysis of 31 RCTs (N=4012). Expressive writing showed a small but significant reduction in depression, anxiety, and stress (Hedges' g=-0.12).","A meta-analysis of RCTs with long-term follow-up shows a real but small, delayed benefit of brief daily-style writing, matching a Moderate ranking.",https://doi.org/10.1111/bjc.12408,https://consensus.app/papers/details/c9f703e0dcc155cfaf80a9d1f93747b5/?utm_source=claude_code,https://consensus.app/search/new?q=expressive+writing+journaling+intervention+mental+health+meta-analysis&utm_source=claude_code&mode=quick
Daily journaling,"Write a brief uncensored account of thoughts, decisions, and lessons each day.",Moderate Evidence,Backup 1,"Reinhold et al., 2018, Clinical Psychology: Science and Practice",Meta-analysis of 39 RCTs (64 comparisons). Brief self-directed expressive writing did not yield significant long-term effects on depressive symptoms.,"This null-leaning meta-analysis honestly bounds the effect, showing why the support is only Moderate and mixed rather than strong.",,https://consensus.app/papers/details/145a84014fc657078032ff2f2113257d/?utm_source=claude_code,https://consensus.app/search/new?q=expressive+writing+journaling+intervention+mental+health+meta-analysis&utm_source=claude_code&mode=quick
Daily journaling,"Write a brief uncensored account of thoughts, decisions, and lessons each day.",Moderate Evidence,Backup 2,"Pavlacic et al., 2019, Review of General Psychology",Meta-analysis of expressive writing found small effects on posttraumatic stress and negligible-to-small effects on growth and quality of life.,"Synthesis across outcomes shows generally small effects (larger only in diagnosed PTSD), consistent with a Moderate, on-target rating for everyday journaling.",,https://consensus.app/papers/details/3faa18f94fd153fea77112f4c0fd08de/?utm_source=claude_code,https://consensus.app/search/new?q=expressive+writing+journaling+intervention+mental+health+meta-analysis&utm_source=claude_code&mode=quick
No Zero Days,"Do at least one tiny action toward the goal every day, even on bad days.",Moderate Evidence,Primary,"Bizzozero-Peroni et al., 2024, JAMA Network Open","Meta-analysis of 33 observational studies (N=96,173). Each +1000 daily steps was associated with lower depression risk (RR 0.91); >=5000 vs <5000 steps fewer symptoms.",Large synthesis shows even small daily increments of activity track with better mood; observational design (no RCTs) fits a Moderate ranking for the 'tiny daily action' principle.,https://doi.org/10.1001/jamanetworkopen.2024.51208,https://consensus.app/papers/details/b8f62a8ea1b55016a0d16ea6bcbf4fd9/?utm_source=claude_code,https://consensus.app/search/new?q=small+steps+minimal+goals+behavioral+activation+depression+daily+activity&utm_source=claude_code&mode=quick
No Zero Days,"Do at least one tiny action toward the goal every day, even on bad days.",Moderate Evidence,Backup 1,"Santopetro et al., 2023, JMIR Mental Health",RCT (N=126) of a 1-month daily SMS behavioral-activation prompt; enjoyable-activity condition cut depressive symptoms vs passive control.,"An RCT showing that prompting small daily activities reduces symptoms supports the mechanism, though single-trial scope keeps it Moderate.",,https://consensus.app/papers/details/0e6d64d279ea5aadb98ce2cbae077c56/?utm_source=claude_code,https://consensus.app/search/new?q=small+steps+minimal+goals+behavioral+activation+depression+daily+activity&utm_source=claude_code&mode=quick
No Zero Days,"Do at least one tiny action toward the goal every day, even on bad days.",Moderate Evidence,Backup 2,"Benson et al., 2025, Journal of Technology in Behavioral Science",Pre-registered single-arm study (N=99) of a brief behavioral-activation micro-intervention; mood and depression scores improved at 3-day follow-up.,"A tiny-action micro-intervention improved mood, but the uncontrolled design and small effects keep the construct at Moderate.",,https://consensus.app/papers/details/a30a1e89d8ca5201870f9c7f4e46095a/?utm_source=claude_code,https://consensus.app/search/new?q=small+steps+minimal+goals+behavioral+activation+depression+daily+activity&utm_source=claude_code&mode=quick
Cold exposure,"Expose yourself briefly to cold water, starting mild and short, and observe stress or mood effects.",Moderate Evidence,Primary,"Cain et al., 2025, PLOS ONE",Systematic review/meta-analysis of 11 RCTs (N=3177). Cold-water immersion reduced stress 12h post-exposure (SMD -1.00) but not immediately; no mood effect.,"Meta-analysis of RCTs shows time-dependent stress benefits but few trials, small samples, and null mood findings, squarely supporting a Moderate ranking.",https://doi.org/10.1371/journal.pone.0317615,https://consensus.app/papers/details/471a9680e2a9539fb107d5fa262143f1/?utm_source=claude_code,https://consensus.app/search/new?q=cold+water+immersion+exposure+mood+stress+response+randomized+trial&utm_source=claude_code&mode=quick
Cold exposure,"Expose yourself briefly to cold water, starting mild and short, and observe stress or mood effects.",Moderate Evidence,Backup 1,"Briganti et al., 2023, Acta Physiologica",PRISMA review of 24 studies (N=445) of cold-water exposure in non-athletes; psychological and mood effects were inconclusive with mixed stress-hormone results.,"A systematic review reporting conflicting and inconclusive psychological findings honestly bounds the evidence as mixed, consistent with Moderate.",,https://consensus.app/papers/details/97ec071c06025b6d90644c02fb2c75ff/?utm_source=claude_code,https://consensus.app/search/new?q=cold+water+immersion+exposure+mood+stress+response+randomized+trial&utm_source=claude_code&mode=quick
Breathwork systems,"Follow a fixed pattern such as box breathing, 4-7-8 breathing, or cyclic hyperventilation with recovery.",Moderate Evidence,Primary,"Fincham et al., 2023, Scientific Reports",Meta-analysis of 12 RCTs (N=785) found breathwork lowered subjective stress vs controls (g=-0.35); similar small effects for anxiety and depression.,"A meta-analysis of RCTs on structured breathing shows a real small-to-medium benefit, with most trials at moderate risk of bias, matching a Moderate ranking.",https://doi.org/10.1038/s41598-022-27247-y,https://consensus.app/papers/details/47b3b407e9505d2298d4ed70da367884/?utm_source=claude_code,https://consensus.app/search/new?q=slow+breathing+breathwork+intervention+stress+anxiety+randomized+controlled+trial&utm_source=claude_code&mode=quick
Breathwork systems,"Follow a fixed pattern such as box breathing, 4-7-8 breathing, or cyclic hyperventilation with recovery.",Moderate Evidence,Backup 1,"Yilmaz Balban et al., 2023, Cell Reports Medicine","RCT comparing daily 5-min box breathing, cyclic sighing, and cyclic hyperventilation vs meditation; cyclic sighing best improved mood and lowered respiratory rate.","This RCT directly tests the exact named protocols (box breathing, cyclic hyperventilation), showing modest mood gains, on-target support for a Moderate ranking.",https://doi.org/10.1016/j.xcrm.2022.100895,https://consensus.app/papers/details/252fb4e9655a544f84d9b7d7bef57bdc/?utm_source=claude_code,https://consensus.app/search/new?q=slow+breathing+breathwork+intervention+stress+anxiety+randomized+controlled+trial&utm_source=claude_code&mode=quick
Breathwork systems,"Follow a fixed pattern such as box breathing, 4-7-8 breathing, or cyclic hyperventilation with recovery.",Moderate Evidence,Backup 2,"Fincham et al., 2023, Scientific Reports",Largest breathwork RCT (N=400): coherent breathing at ~5.5 breaths/min showed no benefit over a matched breathing placebo on stress or mood.,"A well-powered placebo-controlled RCT finding no advantage over placebo tempers the evidence, justifying a Moderate rather than strong ranking.",https://doi.org/10.1038/s41598-023-49510-6,https://consensus.app/papers/details/1b989f6a064a521baca6917ac5983d5c/?utm_source=claude_code,https://consensus.app/search/new?q=slow+breathing+breathwork+intervention+stress+anxiety+randomized+controlled+trial&utm_source=claude_code&mode=quick
Urge surfing,"Notice craving sensations as waves, breathe, and wait without acting until they crest and fall.",Moderate Evidence,Primary,"Harris et al., 2017, Mindfulness",RCT (N=67 adolescents) adding 4 weeks of urge surfing as alcohol aftercare; significant reductions in drinking frequency and quantity vs waitlist.,"This RCT tests urge surfing by name, showing real but borderline-significant effects in a small sample, directly supporting a Moderate ranking.",https://doi.org/10.1007/s12671-016-0588-7,https://consensus.app/papers/details/98eeb821794154e08145355107b36b71/?utm_source=claude_code,https://consensus.app/search/new?q=urge+surfing+mindfulness+craving+acceptance+intervention+substance+use&utm_source=claude_code&mode=quick
Urge surfing,"Notice craving sensations as waves, breathe, and wait without acting until they crest and fall.",Moderate Evidence,Backup 1,"Demina et al., 2023, BMC Neuroscience","Meta-analysis of 17 RCTs (N=1228) found mindfulness interventions reduced craving (SMD -0.70), but high heterogeneity (I2=92%) and low GRADE quality.","Urge surfing is a core mindfulness craving skill; this broader meta-analysis shows a promising effect undercut by heterogeneity and bias, fitting Moderate.",https://doi.org/10.1186/s12868-023-00821-4,https://consensus.app/papers/details/966362d6ba6d545f94cc6ead9cfaddb5/?utm_source=claude_code,https://consensus.app/search/new?q=urge+surfing+mindfulness+craving+acceptance+intervention+substance+use&utm_source=claude_code&mode=quick
Urge surfing,"Notice craving sensations as waves, breathe, and wait without acting until they crest and fall.",Moderate Evidence,Backup 2,"Witkiewitz et al., 2012, Addictive Behaviors","Secondary analysis of an MBRP RCT; acceptance, awareness, and nonjudgment mediated lower post-treatment craving vs treatment-as-usual.","Shows the acceptance-based mechanism behind urge surfing reduces craving, but as a mediation/secondary analysis it offers supportive, not definitive, Moderate evidence.",https://doi.org/10.1016/j.addbeh.2012.02.001,https://consensus.app/papers/details/7e196144f19b515396e5db556f8bb177/?utm_source=claude_code,https://consensus.app/search/new?q=urge+surfing+mindfulness+craving+acceptance+intervention+substance+use&utm_source=claude_code&mode=quick
Identity-based habits,Treat each small behavior as evidence for the identity you want to strengthen.,Moderate Evidence,Primary,"Rhodes et al., 2024, Health Psychology Review","Meta-analysis of 40 effect sizes (N=4939). Interventions changed physical-activity identity (g=0.18) and related behavior change (g=0.61), with possible publication bias.","This meta-analysis shows identity is malleable and linked to behavior change, but small identity effects and bias signals support a Moderate ranking.",https://doi.org/10.1080/17437199.2024.2412996,https://consensus.app/papers/details/5bdc237ead11502487337865b13fadd8/?utm_source=claude_code,https://consensus.app/search/new?q=self-identity+predicts+health+behavior+change+exercise+meta-analysis&utm_source=claude_code&mode=quick
Identity-based habits,Treat each small behavior as evidence for the identity you want to strengthen.,Moderate Evidence,Backup 1,"Zhu et al., 2025, Applied Psychology: Health and Well-Being","Three-level meta-analysis of 19 studies (N=13,340) found a large positive correlation between habit and identity in health behaviors (r=0.55).","Confirms a strong habit-identity link supporting the technique's logic, but correlational (mostly cross-sectional) design keeps causal support Moderate.",https://doi.org/10.1111/aphw.12626,https://consensus.app/papers/details/115344e25b6c50fe95dff6695b9ce884/?utm_source=claude_code,https://consensus.app/search/new?q=self-identity+predicts+health+behavior+change+exercise+meta-analysis&utm_source=claude_code&mode=quick
Identity-based habits,Treat each small behavior as evidence for the identity you want to strengthen.,Moderate Evidence,Backup 2,"de Hoog et al., 2024, Social Science & Medicine","Meta-analysis of 115 articles (248 effect sizes, N=112,112) found a small but positive association between social identity and health-related behavior.","Broadens the identity-behavior link beyond personal to social identity with a small positive effect, supporting the principle at a Moderate level.",https://doi.org/10.1016/j.socscimed.2024.116744,https://consensus.app/papers/details/2eb76b920064558cbafe55f3eb62c043/?utm_source=claude_code,https://consensus.app/search/new?q=self-identity+predicts+health+behavior+change+exercise+meta-analysis&utm_source=claude_code&mode=quick
Keystone habit,Pick one habit likely to improve other behaviors or make other habits easier and work on developing that habit first.,Moderate Evidence,Primary,"Oaten & Cheng, 2006, British Journal of Health Psychology","Controlled study: a 2-month exercise program improved self-regulation and spilled over to less smoking, alcohol, caffeine and better diet, spending, and study habits.","Directly demonstrates a single 'keystone' habit improving many unrelated behaviors, but the small, non-RCT design keeps it Moderate.",https://doi.org/10.1348/135910706X96481,https://consensus.app/papers/details/892c6cbe9241537c9c15d393854db623/?utm_source=claude_code,https://consensus.app/search/new?q=physical+exercise+as+keystone+behavior+reduces+smoking+alcohol+improves+self-regulation&utm_source=claude_code&mode=quick
Keystone habit,Pick one habit likely to improve other behaviors or make other habits easier and work on developing that habit first.,Moderate Evidence,Backup 1,"Palmeira et al., 2025, Annals of Behavioral Medicine","Longitudinal study (N=678) over 12 months found a reciprocal motivational spillover between exercise and eating, though effects on actual steps/intake were small.","Supports cross-domain spillover central to keystone habits, but mainly at the motivational level with weak behavioral transfer, fitting Moderate.",,https://consensus.app/papers/details/3bdb4669586d55e3b2ffef9b2e7a691d/?utm_source=claude_code,https://consensus.app/search/new?q=exercise+keystone+habit+spillover+positive+effects+on+diet+and+other+behaviors&utm_source=claude_code&mode=quick
Keystone habit,Pick one habit likely to improve other behaviors or make other habits easier and work on developing that habit first.,Moderate Evidence,Backup 2,"Oh & Taylor, 2014, Health Psychology",Cross-over RCT (N=23 abstinent smokers): a single 15-min bout of exercise acutely reduced cravings and attentional bias for both cigarettes and snacks.,"Shows one habit (exercise) acutely dampening multiple cravings, an on-target spillover mechanism, though tiny-sample acute design supports only Moderate.",https://doi.org/10.1037/a0032423,https://consensus.app/papers/details/3c6f40efda6350a99dd9e4460c30f2ce/?utm_source=claude_code,https://consensus.app/search/new?q=physical+exercise+as+keystone+behavior+reduces+smoking+alcohol+improves+self-regulation&utm_source=claude_code&mode=quick
Don't Break the Chain,Mark each day you complete the habit and try to preserve the streak.,Moderate Evidence,Primary,"Harkin et al., 2016, Psychological Bulletin","Meta-analysis of 138 studies (N=19,951). Progress monitoring promoted goal attainment (d+=0.40); effects were larger when records were physically recorded.","Marking each day is physical progress monitoring; this large meta-analysis shows it reliably aids goal attainment with a small-to-moderate effect, fitting Moderate.",https://doi.org/10.1037/bul0000025,https://consensus.app/papers/details/1b8034dd0ebf5370ba5b440c4ea66643/?utm_source=claude_code,https://consensus.app/search/new?q=self-monitoring+goal+progress+behavior+change+meta-analysis&utm_source=claude_code&mode=quick
Don't Break the Chain,Mark each day you complete the habit and try to preserve the streak.,Moderate Evidence,Backup 1,"Weathers et al., 2023, Journal of the Academy of Marketing Science","Survey, experimental, and field studies on activity streaks; commitment rose when streaks were framed as daily (vs cumulative) tasks and tied to identity.","Directly studies the streak mechanism behind 'don't break the chain,' supporting daily framing, but mixed marketing-context designs keep it Moderate.",https://doi.org/10.1007/s11747-023-00935-5,https://consensus.app/papers/details/9eceb1fe4d9357dfbedb327c50ad92aa/?utm_source=claude_code,https://consensus.app/search/new?q=streak+gamification+daily+habit+tracking+app+adherence+randomized&utm_source=claude_code&mode=quick
Don't Break the Chain,Mark each day you complete the habit and try to preserve the streak.,Moderate Evidence,Backup 2,"Compernolle et al., 2019, Int. Journal of Behavioral Nutrition and Physical Activity","Meta-analysis of 19 RCTs (N=2800): self-monitoring interventions reduced sedentary time (g=0.32), strongest with objective recording tools.","Reinforces that habitual self-recording drives behavior change with small effects, supporting the chain-tracking technique at a Moderate level.",https://doi.org/10.1186/s12966-019-0814-5,https://consensus.app/papers/details/c314f6e78ca750f1b38ddaef710d3468/?utm_source=claude_code,https://consensus.app/search/new?q=self-monitoring+goal+progress+behavior+change+meta-analysis&utm_source=claude_code&mode=quick
Eat the Frog,Do the most aversive high-value task first in the workday.,Moderate Evidence,Primary,"Steel, 2007, Psychological Bulletin","Meta-analysis of 691 correlations identifying task aversiveness and task delay as strong, consistent predictors of procrastination.","Establishes that task aversiveness drives delay, the rationale for tackling the most aversive task first; correlational meta-analysis supports the principle at Moderate.",https://doi.org/10.1037/0033-2909.133.1.65,https://consensus.app/papers/details/8d0eb8c843235fb990f659845aa35204/?utm_source=claude_code,https://consensus.app/search/new?q=task+aversiveness+procrastination+most+difficult+task+first+productivity&utm_source=claude_code&mode=quick
Eat the Frog,Do the most aversive high-value task first in the workday.,Moderate Evidence,Backup 1,"Tong et al., 2024, Acta Psychologica Sinica","7-day longitudinal experiment (N=68); reducing task aversiveness via reappraisal raised task willingness and cut procrastination, mediated by lower aversiveness.","Experimentally links lowering task aversiveness to acting sooner, supporting the 'eat the frog' rationale, but small and indirect, fitting Moderate.",https://doi.org/10.3724/SP.J.1041.2024.00765,https://consensus.app/papers/details/70092defda03573ab666cd468d996084/?utm_source=claude_code,https://consensus.app/search/new?q=task+aversiveness+procrastination+most+difficult+task+first+productivity&utm_source=claude_code&mode=quick
Eat the Frog,Do the most aversive high-value task first in the workday.,Moderate Evidence,Backup 2,"Blunt & Pychyl, 2000, Personality and Individual Differences","Study of 161 students found task aversiveness (boredom, frustration, resentment) positively related to procrastination across project stages.","Corroborates that aversive tasks get delayed, motivating doing them first, but as cross-sectional self-report it offers Moderate, mechanism-level support.",https://doi.org/10.1016/S0191-8869(99)00091-4,https://consensus.app/papers/details/49386c584e2e519a8eeda96335aab1eb/?utm_source=claude_code,https://consensus.app/search/new?q=task+aversiveness+procrastination+most+difficult+task+first+productivity&utm_source=claude_code&mode=quick
Dopamine fast,Take a planned break from compulsive high-reward behaviors and replace them with low-stimulation activities.,Moderate Evidence,Primary,"Pieh et al., 2025, BMC Medicine","RCT (N=111 students): reducing smartphone screen time to <=2h/day for 3 weeks improved depressive symptoms, stress, sleep, and well-being (small-to-medium effects).","An RCT directly testing a planned reduction in a compulsive high-reward behavior shows small-to-medium benefits that rebounded after, fitting a Moderate ranking.",https://doi.org/10.1186/s12916-025-03944-z,https://consensus.app/papers/details/abe113ca3ccf5a7e95c5aaea2d5db141/?utm_source=claude_code,https://consensus.app/search/new?q=smartphone+abstinence+reducing+screen+time+digital+detox+wellbeing+randomized+controlled+trial&utm_source=claude_code&mode=quick
Dopamine fast,Take a planned break from compulsive high-reward behaviors and replace them with low-stimulation activities.,Moderate Evidence,Backup 1,"Brailovskaia et al., 2022, J. Experimental Psychology: Applied",Experiment (N=619): both 7-day smartphone abstinence and 1h/day reduction lowered depression/anxiety and raised life satisfaction; reduction effects were more durable.,"Compares a planned 'fast' to moderation, showing real but partly transient benefits and that full abstinence isn't superior, supporting a Moderate ranking.",https://doi.org/10.1037/xap0000430,https://consensus.app/papers/details/0523708364635e5681e24ad2ec9f3e3c/?utm_source=claude_code,https://consensus.app/search/new?q=smartphone+abstinence+reducing+screen+time+digital+detox+wellbeing+randomized+controlled+trial&utm_source=claude_code&mode=quick
Dopamine fast,Take a planned break from compulsive high-reward behaviors and replace them with low-stimulation activities.,Moderate Evidence,Backup 2,"Olson et al., 2022, Int. Journal of Mental Health and Addiction",RCT plus pre-post study: a nudge-based intervention to cut smartphone use reduced problematic use and screen time and improved sleep vs a monitoring control.,"Reinforces that deliberately curbing a high-reward behavior reduces compulsive use, supporting the technique, though combined-strategy design keeps it Moderate.",https://doi.org/10.1007/s11469-022-00826-w,https://consensus.app/papers/details/3203e34f439f51d5a80e059c3521e624/?utm_source=claude_code,https://consensus.app/search/new?q=smartphone+abstinence+reducing+screen+time+digital+detox+wellbeing+randomized+controlled+trial&utm_source=claude_code&mode=quick
Power posing,Stand or sit expansively for a minute or two before a challenging interaction.,Questionable,Primary,"Elkjær et al., 2020, Perspectives on Psychological Science","MA, 73 studies; effects driven by avoiding contractive postures (g=0.45), while the expansive ""power pose"" vs neutral ≈ g=0.06 (null).","The largest MA shows the specific popular claim (adopt an expansive pose) is essentially null; any effect comes from not slumping. That downgrades it to a weak/uncertain signal — Questionable, but not Unsupported, since a postural effect of some kind is real.",https://doi.org/10.1177/1745691620919358,https://consensus.app/papers/details/826755941280535a891a383d2082b4b5/?utm_source=claude_code,https://consensus.app/search/new?q=expansive+contractive+postures+affective+behavioral+outcomes+systematic+review+meta-analysis+power+posing&utm_source=claude_code&mode=quick
Power posing,Stand or sit expansively for a minute or two before a challenging interaction.,Questionable,Backup 1,"Simmons & Simonsohn, 2017, Psychological Science",P-curve of the 33 studies cited as supportive; distribution indistinguishable from no effect + selective reporting.,"Shows the original ""it works"" literature has no evidential value once selective reporting is accounted for — direct grounds for demoting the claim to Questionable.",https://doi.org/10.1177/0956797616658563,https://consensus.app/papers/details/ebd67ed039ce5f28a8f5321262e210e2/?utm_source=claude_code,https://consensus.app/search/new?q=expansive+contractive+postures+affective+behavioral+outcomes+systematic+review+meta-analysis+power+posing&utm_source=claude_code&mode=quick
Power posing,Stand or sit expansively for a minute or two before a challenging interaction.,Questionable,Backup 2,"Ranehill et al., 2015, Psychological Science","Large (N=200), experimenter-blind replication: reproduced felt power but no effect on hormones or any behavioral task.","The decisive high-powered replication: the subjective ""feel powerful"" effect survives but every consequential outcome fails — capturing the ""weak signal, nothing actionable"" character of the Questionable tier.",https://doi.org/10.1177/0956797614553946,https://consensus.app/papers/details/d6dba120c11e5172b75d8313bbb1aac7/?utm_source=claude_code,https://consensus.app/search/new?q=power+posing+expansive+postures+effects+on+feelings+hormones+behavior+meta-analysis+replication&utm_source=claude_code&mode=quick
EFT / tapping,"While naming a distressing issue, tap through the standard point sequence and re-rate emotional intensity.",Questionable,Primary,"Bakker, 2013, Clinical Psychologist","Critical status review of energy psychology: efficacy evidence is methodologically weak, with no effect beyond placebo/known therapy elements; dismantling studies disconfirmatory.","Concludes the acupoint-tapping component lacks a plausible basis and shows no benefit over nonspecific/placebo effects, supporting a Questionable rating.",https://doi.org/10.1111/cp.12020,https://consensus.app/papers/details/917806519464584ba4f8d283bc873208/?utm_source=claude_code,https://consensus.app/search/new?q=energy+psychology+Emotional+Freedom+Techniques+methodological+flaws+pseudoscience+critique+evidence&utm_source=claude_code&mode=quick
EFT / tapping,"While naming a distressing issue, tap through the standard point sequence and re-rate emotional intensity.",Questionable,Backup 1,"McCaslin, 2009, Psychotherapy","Review finds serious methodological flaws in EFT/energy-psychology efficacy claims; gains plausibly attributable to embedded cognitive-behavioral elements, not acupoint stimulation.","Independent critique attributes any EFT benefit to known CBT components rather than tapping, reinforcing that the acupoint element is likely inert.",https://doi.org/10.1037/a0016025,https://consensus.app/papers/details/5adfefe9e4ca5c95bc91ca48550c0374/?utm_source=claude_code,https://consensus.app/search/new?q=energy+psychology+Emotional+Freedom+Techniques+methodological+flaws+pseudoscience+critique+evidence&utm_source=claude_code&mode=quick
Vision board,Create a collage of goal-related images or words.,Questionable,Primary,"Kappes et al., 2012, European Journal of Social Psychology","Three studies of disadvantaged students: positive future fantasies predicted more absences and lower grades, even adjusting for competence and expectations.","Directly shows that indulging in positive outcome imagery (the core of vision boards) predicts worse achievement, not better, marking it Questionable.",https://doi.org/10.1002/ejsp.838,https://consensus.app/papers/details/fa0f94bfe56b5cd69048bce948927c3b/?utm_source=claude_code,https://consensus.app/search/new?q=positive+fantasy+visualization+mental+imagery+goal+attainment+reduces+effort+Oettingen&utm_source=claude_code&mode=quick
Vision board,Create a collage of goal-related images or words.,Questionable,Backup 1,"Oettingen, 2012, European Review of Social Psychology","Review of fantasy-realization research: positive fantasies about a desired future reduce effort and success, counter to popular self-help claims.","Establishes that dwelling on positive imagery of attained goals dampens motivation, undercutting the premise of vision boards.",https://doi.org/10.1080/10463283.2011.643698,https://consensus.app/papers/details/a03bca555a205cada2099fcc585e1530/?utm_source=claude_code,https://consensus.app/search/new?q=positive+fantasy+visualization+mental+imagery+goal+attainment+reduces+effort+Oettingen&utm_source=claude_code&mode=quick
Positive affirmations,"Repeat short positive statements about yourself (e.g., 'I am strong and capable.').",Questionable,Primary,"Wood et al., 2009, Psychological Science","Experiments show repeating 'I'm a lovable person' made low-self-esteem participants feel worse, while high-self-esteem gains were limited.","Demonstrates affirmations can backfire for the people most likely to use them, the core reason the technique is rated Questionable.",https://doi.org/10.1111/j.1467-9280.2009.02370.x,https://consensus.app/papers/details/13f10637fa255dee9cb67af1c7b65af8/?utm_source=claude_code,https://consensus.app/search/new?q=positive+self-statements+affirmations+backfire+low+self-esteem&utm_source=claude_code&mode=quick
Positive affirmations,"Repeat short positive statements about yourself (e.g., 'I am strong and capable.').",Questionable,Backup 1,"Flynn et al., 2020, Journal of Contextual Behavioral Science","Two replications (N~225, N~237) failed to reproduce Wood 2009: no condition differences on mood, self-esteem, or goal outcomes, and no self-esteem moderation.","Failed replication shows affirmation effects (positive or harmful) are unreliable, reinforcing weak/mixed evidence for the technique.",https://doi.org/10.1016/j.jcbs.2020.02.006,https://consensus.app/papers/details/fe4fc9efdd48595ba581dabb07219621/?utm_source=claude_code,https://consensus.app/search/new?q=positive+self-statements+affirmations+backfire+low+self-esteem&utm_source=claude_code&mode=quick
Lucky Girl Syndrome,Repeat that things tend to work out for you and look for opportunities that match the expectation.,Questionable,Primary,"Dixon et al., 2023, Personality and Social Psychology Bulletin","Three studies (N=1,023) developing a Manifestation Scale; believers were more drawn to risky investments and more likely to have experienced bankruptcy.","Manifestation beliefs lacked objective success benefits and correlated with financial risk-taking, supporting the Questionable rating.",https://doi.org/10.1177/01461672231181162,https://consensus.app/papers/details/00f6684111d0597ab2afb56018e86836/?utm_source=claude_code,https://consensus.app/search/new?q=manifestation+belief+law+of+attraction+wellbeing+financial+risk+vulnerability&utm_source=claude_code&mode=quick
Scripting manifestation,Write a future scene as if the desired outcome has already happened.,Questionable,Primary,"Dixon et al., 2023, Personality and Social Psychology Bulletin","Three studies (N=1,023): manifestation believers felt more successful but showed no objective gains and were more prone to risky investments and bankruptcy.","Scripting is a manifestation practice; the evidence shows such beliefs bring perceived, not real, success and elevate financial risk, marking it Questionable.",https://doi.org/10.1177/01461672231181162,https://consensus.app/papers/details/00f6684111d0597ab2afb56018e86836/?utm_source=claude_code,https://consensus.app/search/new?q=manifestation+belief+law+of+attraction+wellbeing+financial+risk+vulnerability&utm_source=claude_code&mode=quick
